Programs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
General Engineering,0,17,0,6,4,0,23,23,25,0,2,2,2,3,9,0,13,0,19,9,2,11,4,5,2,14,0,10,4,9
Graphic Communication,12,45,0,34,120,46,2,30,20,4,1,2,1,35,7,7,5,0,2,8,9,37,1,3,18,10,6,7,43,0
History,94,0,0,0,0,0,0,7,9,0,0,26,0,0,1,9,0,3,0,0,17,1,0,6,3,1,1,0,1,1
Industrial Engineering,19,83,4,30,14,16,10,74,78,2,7,3,4,28,38,19,19,1,20,21,22,47,7,7,34,15,9,35,44,7
Industrial Technology and Packaging,1,11,0,9,4,0,1,7,2,1,0,0,1,18,4,3,3,0,2,7,3,11,0,4,4,2,2,4,30,0
Interdisciplinary Studies,41,4,3,0,4,0,0,4,4,0,0,1,0,0,1,4,0,0,2,13,4,1,0,2,0,0,0,0,0,0
Journalism,17,12,1,14,45,1,0,11,7,0,1,0,1,5,3,13,2,0,4,13,12,9,0,2,2,0,2,4,0,0
Kinesiology,45,11,28,6,19,5,29,20,27,135,12,3,4,6,7,17,3,1,10,10,5,6,1,20,29,9,15,3,0,9
Landscape Architecture,15,9,10,10,10,4,3,5,8,3,1,0,0,7,2,3,3,0,2,4,1,23,7,4,20,0,10,2,3,12
Liberal Arts and Engineering Studies,24,71,1,19,46,14,1,33,37,1,0,9,7,16,23,6,10,4,12,9,4,35,5,9,10,7,0,6,17,0
Liberal Studies,175,11,112,27,18,4,47,26,30,36,19,14,5,12,5,54,27,5,8,2,23,14,7,24,31,16,8,5,4,35
Manufacturing Engineering,17,75,0,33,20,15,14,73,77,2,8,2,4,36,39,19,20,1,18,14,24,63,7,11,33,17,11,51,60,7
Marine Sciences,25,27,34,27,14,17,65,31,47,8,16,4,2,16,8,27,19,0,10,19,9,20,16,10,65,12,15,3,3,67
Materials Engineering,3,26,19,12,17,4,19,40,37,3,6,2,5,20,11,7,15,0,18,9,11,38,4,15,15,21,20,80,31,2
Mathematics,2,34,6,6,0,0,5,35,36,0,1,10,4,8,11,6,65,22,49,35,7,17,4,8,2,4,1,5,9,4
Mechanical Engineering,2,68,3,21,25,2,8,45,62,0,6,1,7,16,53,18,17,1,23,12,3,49,15,17,18,11,2,70,37,0
Microbiology,6,27,2,30,6,1,92,26,30,33,3,2,1,55,13,8,12,0,5,14,4,10,10,6,24,11,0,7,10,28
Music,9,2,4,3,2,0,0,4,26,0,1,3,127,1,0,15,0,0,1,0,0,2,0,6,0,3,0,2,1,0
Nutrition,29,7,23,16,8,4,71,27,24,83,12,2,5,25,5,9,17,0,6,7,10,10,1,6,22,13,7,3,5,19
Philosophy,33,2,4,0,11,2,1,9,9,2,3,0,0,0,4,2,2,6,0,0,0,1,0,8,9,0,0,0,5,1
Physics,12,4,0,0,6,4,4,13,18,0,6,0,0,0,2,4,11,0,44,0,0,2,0,4,4,2,0,11,6,0
Political Science,126,9,6,8,9,1,1,31,16,2,2,4,0,6,12,16,3,0,2,9,24,10,4,1,12,2,18,5,0,4
Public Health,107,15,25,14,26,3,38,28,26,143,7,46,2,14,8,11,8,4,5,18,8,12,4,14,52,15,19,2,0,20
Psychology,97,6,38,2,7,3,21,11,14,13,8,4,0,3,6,9,3,0,1,4,5,4,0,1,11,2,6,2,0,16
"Recreation, Parks, and Tourism Administration",97,10,16,58,33,9,2,60,51,24,12,2,2,66,6,23,6,0,2,13,37,54,5,11,71,8,40,1,20,8
Sociology,135,3,27,13,17,0,1,34,31,4,8,3,1,8,7,9,1,1,2,8,13,10,1,6,11,4,10,1,1,4
Software Engineering,5,197,12,24,22,2,36,48,48,3,1,27,7,35,29,11,25,0,29,34,9,55,2,24,20,16,0,27,29,16
Spanish,215,2,31,3,14,9,0,31,52,9,12,76,10,0,2,59,0,67,0,1,44,10,0,7,31,4,27,3,5,9
Statistics,1,30,0,3,2,0,0,23,25,0,2,6,2,6,9,4,20,5,17,40,0,13,1,1,0,0,0,1,7,0
Theatre Arts,13,4,1,8,3,11,0,7,16,0,0,2,13,2,0,13,0,1,0,2,1,22,1,3,0,11,1,6,5,0
Wine and Viticulture,24,7,0,82,16,1,38,43,21,11,4,30,1,55,5,8,5,3,2,10,38,35,14,5,24,12,15,2,25,19
Accounting,0,3,0,1,1,1,0,12,1,0,0,0,0,2,4,1,0,0,0,0,31,2,1,0,0,1,2,1,1,0
Consumer Packaging,1,3,0,3,3,3,0,6,2,1,0,0,0,7,1,0,1,0,0,3,2,6,0,2,5,1,1,0,31,0
Entrepreneurship,9,4,1,1,9,0,0,17,4,0,0,0,0,6,0,4,0,0,0,1,6,8,0,0,4,5,7,1,13,0
"Ethics, Law and Social Justice",62,6,1,0,6,1,1,8,9,1,0,0,0,0,7,4,1,0,0,1,9,3,0,0,5,1,5,4,1,5
Financial Management,2,14,0,8,3,2,0,14,7,0,0,1,0,8,5,3,3,1,3,6,54,11,1,1,0,7,10,3,10,0
Global Citizenship and Social Sustainability,132,0,2,13,19,12,0,10,22,1,14,2,0,8,2,28,0,1,0,2,37,13,4,0,60,3,24,1,3,4
Health and Society,123,9,27,14,24,14,15,4,18,35,20,2,0,8,7,15,4,0,1,1,11,10,0,7,61,1,8,2,0,7
Industrial Technology,3,6,1,13,8,4,0,19,5,1,0,0,2,14,5,4,0,0,0,2,7,17,0,2,7,3,3,3,51,0
Information Systems,1,10,2,7,1,0,0,11,3,0,0,1,1,7,1,0,0,0,0,1,0,9,1,1,3,1,0,1,0,0
Management and Human Resources,5,1,2,6,8,0,0,16,5,0,0,0,7,6,1,0,1,0,0,0,1,11,0,3,10,4,1,0,14,0
Marketing Management,3,4,0,2,7,0,0,9,8,0,0,0,0,6,0,2,0,0,0,2,1,4,0,2,0,0,0,0,5,0
Packaging Technology,0,1,0,2,1,3,0,6,3,1,0,0,0,14,1,2,0,0,0,2,2,4,0,2,2,0,2,2,30,0
Quantitative Analysis,0,15,0,1,0,0,0,22,19,0,0,2,1,3,5,1,27,9,29,24,8,4,1,1,0,0,0,0,5,0
Real Estate Finance,0,4,0,8,1,2,0,7,6,0,0,0,0,7,1,2,0,1,2,3,13,12,4,0,8,3,5,4,3,1
"Science, Technology and Society",79,7,2,12,47,15,1,3,18,7,21,3,0,7,3,16,1,3,0,0,15,11,0,3,71,0,13,2,8,3
Visual Media and Cultural Studies,110,3,0,8,13,6,0,16,25,0,0,8,14,0,2,22,0,9,1,0,3,2,1,3,1,0,3,2,1,3
"Bioinformatics, Cross Disciplinary Studies",0,19,0,2,1,0,31,11,13,0,0,2,2,2,2,2,1,0,1,2,0,7,0,2,1,4,0,0,2,6
"Data Science, Cross Disciplinary Studies",0,20,3,4,0,0,0,11,11,0,0,4,2,4,3,0,5,0,11,13,0,10,0,1,0,0,0,0,0,0
"Heavy Civil, Cross Disciplinary Studies",0,5,0,11,1,0,0,4,4,0,0,0,1,7,0,0,0,0,0,0,3,44,2,0,2,9,3,2,2,0
