Programs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Business Administration,0.30303030303030304,0.21212121212121213,0.0,0.0,0.030303030303030304,0.0,0.0,0.6666666666666666,0.0,0.0,0.030303030303030304,0.0,0.030303030303030304,0.06060606060606061,0.15151515151515152,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,0.15151515151515152,0.8787878787878788,0.0,0.0,0.0
Chemistry,0.014492753623188406,0.2028985507246377,0.2898550724637681,0.057971014492753624,0.014492753623188406,0.0,0.8840579710144928,0.07246376811594203,0.014492753623188406,0.028985507246376812,0.028985507246376812,0.0,0.043478260869565216,0.0,0.014492753623188406,0.0,0.0,0.15942028985507245,0.0,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.0,0.08695652173913043
Child Development,0.48717948717948717,0.0,0.3076923076923077,0.0,0.07692307692307693,0.02564102564102564,0.1794871794871795,0.0,0.0,0.0,0.02564102564102564,0.358974358974359,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.07692307692307693
City and Regional Planning,0.7258064516129032,0.06451612903225806,0.008064516129032258,0.03225806451612903,0.04032258064516129,0.07258064516129033,0.0,0.12096774193548387,0.056451612903225805,0.008064516129032258,0.04032258064516129,0.0,0.008064516129032258,0.008064516129032258,0.03225806451612903,0.03225806451612903,0.008064516129032258,0.04032258064516129,0.0,0.0,0.056451612903225805,0.25,0.08064516129032258,0.0,0.7661290322580645
Civil Engineering,0.04285714285714286,0.24285714285714285,0.02857142857142857,0.04285714285714286,0.014285714285714285,0.0,0.11428571428571428,0.0,0.38571428571428573,0.05714285714285714,0.0,0.0,0.014285714285714285,0.0,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.18571428571428572,0.04285714285714286,0.07142857142857142,0.02857142857142857,0.02857142857142857,0.6857142857142857,0.0,0.38571428571428573
Communication Studies,0.9615384615384616,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.11538461538461539,0.038461538461538464,0.15384615384615385,0.0,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.07692307692307693,0.0,0.0,0.0,0.038461538461538464,0.11538461538461539,0.0,0.038461538461538464,0.0
Comparative Ethnic Studies,1.7179487179487178,0.02564102564102564,0.10256410256410256,0.08974358974358974,0.01282051282051282,0.08974358974358974,0.0,0.07051282051282051,0.03205128205128205,0.019230769230769232,0.08333333333333333,0.00641025641025641,0.02564102564102564,0.08333333333333333,0.03205128205128205,0.05128205128205128,0.32051282051282054,0.00641025641025641,0.0641025641025641,0.00641025641025641,0.00641025641025641,0.32051282051282054,0.04487179487179487,0.0,0.1346153846153846
Computer Engineering,0.060240963855421686,0.6746987951807228,0.012048192771084338,0.07228915662650602,0.13253012048192772,0.03614457831325301,0.03614457831325301,0.03614457831325301,0.03614457831325301,0.012048192771084338,0.024096385542168676,0.0,0.12048192771084337,0.04819277108433735,0.060240963855421686,0.060240963855421686,0.0,0.24096385542168675,0.12048192771084337,0.10843373493975904,0.060240963855421686,0.024096385542168676,0.0,0.0,0.04819277108433735
Computer Science,0.03409090909090909,0.6761363636363636,0.05113636363636364,0.05113636363636364,0.0625,0.011363636363636364,0.13636363636363635,0.03409090909090909,0.07954545454545454,0.03409090909090909,0.005681818181818182,0.005681818181818182,0.1590909090909091,0.0625,0.07954545454545454,0.028409090909090908,0.011363636363636364,0.08522727272727272,0.022727272727272728,0.017045454545454544,0.16477272727272727,0.0625,0.0,0.0,0.056818181818181816
Construction Management,0.05555555555555555,0.05555555555555555,0.09259259259259259,0.037037037037037035,0.018518518518518517,0.0,0.037037037037037035,0.14814814814814814,1.1111111111111112,0.037037037037037035,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.018518518518518517,0.018518518518518517,0.05555555555555555,0.0,0.0,0.05555555555555555,0.18518518518518517,0.1111111111111111,0.0,0.2037037037037037
Dairy Science,0.0449438202247191,0.10112359550561797,0.033707865168539325,0.33707865168539325,0.02247191011235955,0.011235955056179775,0.24719101123595505,0.06741573033707865,0.02247191011235955,0.0,0.23595505617977527,0.0,0.0,0.033707865168539325,0.9213483146067416,0.0,0.02247191011235955,0.0449438202247191,0.0,0.0,0.0449438202247191,0.1797752808988764,0.056179775280898875,0.0,0.12359550561797752
Economics,0.1,0.75,0.0,0.05,0.05,0.0,0.0,0.45,0.05,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.05,0.0,0.05,0.05,0.25,1.1,0.0,0.0,0.0
Electrical Engineering,0.009302325581395349,0.5627906976744186,0.0,0.046511627906976744,0.17209302325581396,0.05116279069767442,0.06976744186046512,0.037209302325581395,0.05116279069767442,0.027906976744186046,0.0,0.0,0.07441860465116279,0.07441860465116279,0.09767441860465116,0.17674418604651163,0.0,0.15348837209302327,0.05581395348837209,0.15348837209302327,0.06046511627906977,0.07906976744186046,0.009302325581395349,0.0,0.06976744186046512
English,0.5,0.0,0.06666666666666667,0.016666666666666666,0.03333333333333333,0.03333333333333333,0.0,0.016666666666666666,0.0,0.05,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.31666666666666665,0.0,0.1,0.0,0.03333333333333333,0.016666666666666666,0.0,0.0,0.0
Environmental Earth and Soil Sciences,0.33031674208144796,0.14027149321266968,0.027149321266968326,0.37104072398190047,0.04072398190045249,0.058823529411764705,0.05429864253393665,0.04524886877828054,0.027149321266968326,0.004524886877828055,0.07239819004524888,0.0,0.02262443438914027,0.013574660633484163,0.07692307692307693,0.00904977375565611,0.0,0.03167420814479638,0.0,0.02262443438914027,0.01809954751131222,0.07692307692307693,0.7647058823529411,0.0,0.8099547511312217
Environmental Engineering,0.03333333333333333,0.2833333333333333,0.016666666666666666,0.08333333333333333,0.0,0.0,0.23333333333333334,0.0,0.05,0.03333333333333333,0.05,0.0,0.0,0.0,0.05,0.0,0.03333333333333333,0.11666666666666667,0.0,0.1,0.11666666666666667,0.06666666666666667,0.3333333333333333,0.0,0.5333333333333333
Environmental Management and Protection,0.3794642857142857,0.09821428571428571,0.026785714285714284,0.3705357142857143,0.03571428571428571,0.05803571428571429,0.08035714285714286,0.06696428571428571,0.026785714285714284,0.004464285714285714,0.07142857142857142,0.0,0.008928571428571428,0.013392857142857142,0.08482142857142858,0.008928571428571428,0.0,0.022321428571428572,0.0,0.013392857142857142,0.017857142857142856,0.10714285714285714,0.6919642857142857,0.0,0.8839285714285714
Food Science,0.09090909090909091,0.10606060606060606,0.015151515151515152,0.22727272727272727,0.0,0.0,0.25757575757575757,0.06060606060606061,0.0,0.0,0.18181818181818182,0.0,0.0,0.030303030303030304,1.4696969696969697,0.0,0.09090909090909091,0.07575757575757576,0.0,0.030303030303030304,0.015151515151515152,0.030303030303030304,0.10606060606060606,0.0,0.15151515151515152
Forest and Fire Sciences,0.35874439461883406,0.10762331838565023,0.026905829596412557,0.3811659192825112,0.03587443946188341,0.05829596412556054,0.05829596412556054,0.05829596412556054,0.03139013452914798,0.004484304932735426,0.08071748878923767,0.0,0.008968609865470852,0.013452914798206279,0.08071748878923767,0.013452914798206279,0.004484304932735426,0.02242152466367713,0.0,0.013452914798206279,0.017937219730941704,0.09865470852017937,0.8340807174887892,0.0,0.9417040358744395
General Engineering,0.0,0.2692307692307692,0.0,0.057692307692307696,0.0,0.0,0.38461538461538464,0.0,0.019230769230769232,0.038461538461538464,0.0,0.0,0.038461538461538464,0.019230769230769232,0.019230769230769232,0.0,0.0,0.17307692307692307,0.0,0.1346153846153846,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.0,0.019230769230769232
Graphic Communication,0.1044776119402985,0.16417910447761194,0.0,0.13432835820895522,0.9253731343283582,0.34328358208955223,0.029850746268656716,0.29850746268656714,0.07462686567164178,0.08955223880597014,0.04477611940298507,0.0,0.029850746268656716,0.014925373134328358,0.16417910447761194,0.0,0.07462686567164178,0.04477611940298507,0.0,0.0,0.014925373134328358,0.05970149253731343,0.0,0.0,0.16417910447761194
History,1.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.0,0.0,0.26666666666666666,0.0,0.0,0.022222222222222223,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.35555555555555557,0.0,0.0,0.044444444444444446
Industrial Engineering,0.17647058823529413,0.6470588235294118,0.0196078431372549,0.09803921568627451,0.049019607843137254,0.1568627450980392,0.058823529411764705,0.09803921568627451,0.06862745098039216,0.0392156862745098,0.00980392156862745,0.0,0.0196078431372549,0.0392156862745098,0.08823529411764706,0.058823529411764705,0.0196078431372549,0.13725490196078433,0.00980392156862745,0.0392156862745098,0.16666666666666666,0.18627450980392157,0.0,0.0,0.13725490196078433
Industrial Technology and Packaging,0.041666666666666664,0.25,0.0,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.25,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.041666666666666664,0.375,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.0,0.0,0.041666666666666664,0.08333333333333333,0.0,0.0,0.16666666666666666
Interdisciplinary Studies,1.2777777777777777,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0
Journalism,0.2391304347826087,0.0,0.021739130434782608,0.17391304347826086,0.5217391304347826,0.021739130434782608,0.0,0.10869565217391304,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.06521739130434782,0.10869565217391304,0.043478260869565216,0.0,0.0,0.10869565217391304,0.021739130434782608,0.0,0.0,0.021739130434782608
Kinesiology,0.34831460674157305,0.07865168539325842,0.12359550561797752,0.02247191011235955,0.0449438202247191,0.056179775280898875,0.1797752808988764,0.12359550561797752,0.011235955056179775,0.0898876404494382,1.2134831460674158,0.011235955056179775,0.02247191011235955,0.0449438202247191,0.033707865168539325,0.0,0.16853932584269662,0.033707865168539325,0.011235955056179775,0.0,0.02247191011235955,0.02247191011235955,0.0,0.033707865168539325,0.0449438202247191
Landscape Architecture,0.24444444444444444,0.022222222222222223,0.2222222222222222,0.08888888888888889,0.13333333333333333,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.2,0.06666666666666667,0.044444444444444446,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.022222222222222223,0.0,0.0,0.022222222222222223,0.022222222222222223,0.13333333333333333,0.0,0.37777777777777777
Liberal Arts and Engineering Studies,0.2073170731707317,0.524390243902439,0.012195121951219513,0.0975609756097561,0.23170731707317074,0.15853658536585366,0.012195121951219513,0.07317073170731707,0.10975609756097561,0.06097560975609756,0.0,0.0,0.10975609756097561,0.08536585365853659,0.06097560975609756,0.0975609756097561,0.024390243902439025,0.06097560975609756,0.04878048780487805,0.036585365853658534,0.07317073170731707,0.04878048780487805,0.0,0.0,0.012195121951219513
Liberal Studies,0.80625,0.05625,0.53125,0.10625,0.01875,0.025,0.15625,0.05,0.025,0.025,0.175,0.04375,0.05625,0.03125,0.0375,0.00625,0.13125,0.11875,0.03125,0.00625,0.0125,0.1,0.03125,0.0,0.08125
Manufacturing Engineering,0.14782608695652175,0.5478260869565217,0.0,0.10434782608695652,0.043478260869565216,0.13043478260869565,0.08695652173913043,0.10434782608695652,0.06086956521739131,0.043478260869565216,0.008695652173913044,0.0,0.017391304347826087,0.034782608695652174,0.1391304347826087,0.0782608695652174,0.02608695652173913,0.13043478260869565,0.008695652173913044,0.034782608695652174,0.06956521739130435,0.17391304347826086,0.0,0.0,0.12173913043478261
Marine Sciences,0.1864406779661017,0.16101694915254236,0.288135593220339,0.0423728813559322,0.00847457627118644,0.1440677966101695,0.3644067796610169,0.0423728813559322,0.03389830508474576,0.025423728813559324,0.059322033898305086,0.0,0.025423728813559324,0.01694915254237288,0.03389830508474576,0.00847457627118644,0.059322033898305086,0.13559322033898305,0.0,0.01694915254237288,0.0847457627118644,0.07627118644067797,0.1016949152542373,0.0,0.3220338983050847
Materials Engineering,0.0,0.2,0.19,0.05,0.01,0.04,0.15,0.08,0.05,0.02,0.01,0.0,0.01,0.05,0.13,0.0,0.02,0.12,0.0,0.06,0.05,0.05,0.01,0.0,0.12
Mathematics,0.009259259259259259,0.2037037037037037,0.05555555555555555,0.009259259259259259,0.0,0.0,0.018518518518518517,0.018518518518518517,0.037037037037037035,0.027777777777777776,0.0,0.009259259259259259,0.08333333333333333,0.037037037037037035,0.027777777777777776,0.009259259259259259,0.046296296296296294,0.48148148148148145,0.18518518518518517,0.14814814814814814,0.25,0.05555555555555555,0.0,0.0,0.009259259259259259
Mechanical Engineering,0.015873015873015872,0.42063492063492064,0.023809523809523808,0.09523809523809523,0.05555555555555555,0.007936507936507936,0.031746031746031744,0.0,0.031746031746031744,0.1349206349206349,0.0,0.0,0.007936507936507936,0.05555555555555555,0.0873015873015873,0.1349206349206349,0.10317460317460317,0.0873015873015873,0.007936507936507936,0.031746031746031744,0.031746031746031744,0.015873015873015872,0.03968253968253968,0.0,0.05555555555555555
Microbiology,0.06382978723404255,0.20212765957446807,0.02127659574468085,0.22340425531914893,0.0,0.010638297872340425,0.5425531914893617,0.031914893617021274,0.02127659574468085,0.031914893617021274,0.26595744680851063,0.0,0.02127659574468085,0.010638297872340425,0.425531914893617,0.0,0.06382978723404255,0.11702127659574468,0.0,0.02127659574468085,0.07446808510638298,0.0425531914893617,0.10638297872340426,0.0,0.1702127659574468
Music,0.1,0.016666666666666666,0.06666666666666667,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0,0.016666666666666666,0.36666666666666664,0.0,0.0,0.0,1.4833333333333334,0.016666666666666666,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nutrition,0.14705882352941177,0.049019607843137254,0.0784313725490196,0.10784313725490197,0.0,0.0392156862745098,0.3627450980392157,0.08823529411764706,0.0196078431372549,0.00980392156862745,0.7450980392156863,0.029411764705882353,0.00980392156862745,0.049019607843137254,0.18627450980392157,0.0,0.0784313725490196,0.12745098039215685,0.0,0.029411764705882353,0.029411764705882353,0.06862745098039216,0.00980392156862745,0.0,0.029411764705882353
Philosophy,0.47368421052631576,0.05263157894736842,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.02631578947368421,0.02631578947368421,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.15789473684210525,0.0,0.0,0.0,0.0,0.05263157894736842,0.10526315789473684
Physics,0.28205128205128205,0.05128205128205128,0.0,0.0,0.05128205128205128,0.10256410256410256,0.07692307692307693,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1794871794871795,0.0,0.4358974358974359,0.0,0.0,0.0,0.0,0.10256410256410256
Political Science,1.2125,0.0875,0.025,0.0375,0.0,0.0125,0.0,0.2375,0.025,0.0,0.025,0.0,0.05,0.0,0.025,0.0625,0.0625,0.0375,0.0,0.0,0.0375,0.1375,0.05,0.0125,0.125
Public Health,0.6293103448275862,0.07758620689655173,0.09482758620689655,0.0603448275862069,0.017241379310344827,0.02586206896551724,0.1810344827586207,0.12931034482758622,0.02586206896551724,0.0,1.0517241379310345,0.008620689655172414,0.23275862068965517,0.017241379310344827,0.06896551724137931,0.0,0.02586206896551724,0.0603448275862069,0.034482758620689655,0.0,0.09482758620689655,0.04310344827586207,0.008620689655172414,0.0,0.20689655172413793
Psychology,1.0526315789473684,0.07017543859649122,0.22807017543859648,0.0,0.0,0.05263157894736842,0.12280701754385964,0.07017543859649122,0.017543859649122806,0.017543859649122806,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.0,0.017543859649122806,0.017543859649122806,0.08771929824561403,0.03508771929824561,0.0,0.0,0.017543859649122806,0.017543859649122806,0.0,0.0,0.03508771929824561
"Recreation, Parks, and Tourism Administration",0.6173913043478261,0.05217391304347826,0.0782608695652174,0.08695652173913043,0.06956521739130435,0.0782608695652174,0.0,0.28695652173913044,0.06956521739130435,0.043478260869565216,0.09565217391304348,0.0,0.008695652173913044,0.017391304347826087,0.19130434782608696,0.0,0.09565217391304348,0.043478260869565216,0.0,0.0,0.043478260869565216,0.17391304347826086,0.008695652173913044,0.043478260869565216,0.40869565217391307
Sociology,1.3636363636363635,0.015151515151515152,0.07575757575757576,0.09090909090909091,0.015151515151515152,0.0,0.015151515151515152,0.21212121212121213,0.045454545454545456,0.045454545454545456,0.015151515151515152,0.06060606060606061,0.045454545454545456,0.015151515151515152,0.045454545454545456,0.07575757575757576,0.045454545454545456,0.015151515151515152,0.015151515151515152,0.0,0.015151515151515152,0.09090909090909091,0.0,0.0,0.09090909090909091
Software Engineering,0.025974025974025976,0.7142857142857143,0.06493506493506493,0.025974025974025976,0.03896103896103896,0.012987012987012988,0.16233766233766234,0.025974025974025976,0.07792207792207792,0.012987012987012988,0.006493506493506494,0.0,0.16883116883116883,0.045454545454545456,0.09090909090909091,0.032467532467532464,0.012987012987012988,0.08441558441558442,0.0,0.032467532467532464,0.18181818181818182,0.05194805194805195,0.0,0.0,0.06493506493506493
Spanish,1.0227272727272727,0.007575757575757576,0.17424242424242425,0.022727272727272728,0.015151515151515152,0.06818181818181818,0.0,0.03787878787878788,0.045454545454545456,0.09848484848484848,0.06060606060606061,0.015151515151515152,0.1893939393939394,0.07575757575757576,0.0,0.007575757575757576,0.25757575757575757,0.0,0.5075757575757576,0.0,0.0,0.22727272727272727,0.0,0.0,0.09090909090909091
Statistics,0.02,0.42,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.1,0.04,0.06,0.02,0.06,0.26,0.1,0.04,0.62,0.0,0.0,0.0,0.0
Theatre Arts,0.18604651162790697,0.046511627906976744,0.023255813953488372,0.13953488372093023,0.06976744186046512,0.09302325581395349,0.0,0.023255813953488372,0.23255813953488372,0.13953488372093023,0.0,0.0,0.046511627906976744,0.27906976744186046,0.0,0.0,0.18604651162790697,0.0,0.023255813953488372,0.0,0.046511627906976744,0.023255813953488372,0.0,0.0,0.0
Wine and Viticulture,0.19801980198019803,0.04950495049504951,0.0,0.42574257425742573,0.0297029702970297,0.009900990099009901,0.24752475247524752,0.21782178217821782,0.039603960396039604,0.0297029702970297,0.06930693069306931,0.0,0.16831683168316833,0.009900990099009901,0.27722772277227725,0.0,0.0297029702970297,0.039603960396039604,0.0297029702970297,0.009900990099009901,0.009900990099009901,0.2376237623762376,0.13861386138613863,0.0,0.19801980198019803
Accounting,0.0,0.2727272727272727,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.6363636363636365,0.0,0.0,0.0
Consumer Packaging,0.06666666666666667,0.06666666666666667,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.3333333333333333
Entrepreneurship,0.5,0.25,0.0625,0.0,0.0,0.0,0.0,0.9375,0.25,0.125,0.0,0.0,0.0,0.0,0.375,0.0,0.25,0.0,0.0,0.0,0.0625,0.125,0.0,0.0,0.125
"Ethics, Law and Social Justice",1.0294117647058822,0.11764705882352941,0.0,0.0,0.08823529411764706,0.029411764705882353,0.0,0.029411764705882353,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.08823529411764706,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.058823529411764705
Financial Management,0.03125,0.34375,0.0,0.03125,0.03125,0.0625,0.0,0.21875,0.03125,0.0,0.0,0.0,0.03125,0.0,0.03125,0.03125,0.0,0.09375,0.03125,0.03125,0.125,1.0625,0.0,0.0,0.0
Global Citizenship and Social Sustainability,1.9,0.0,0.02,0.14,0.04,0.24,0.0,0.04,0.14,0.04,0.0,0.0,0.04,0.0,0.06,0.04,0.04,0.0,0.02,0.0,0.0,0.52,0.08,0.0,0.78
Health and Society,1.8372093023255813,0.13953488372093023,0.13953488372093023,0.23255813953488372,0.046511627906976744,0.32558139534883723,0.06976744186046512,0.0,0.11627906976744186,0.0,0.7209302325581395,0.046511627906976744,0.023255813953488372,0.0,0.09302325581395349,0.023255813953488372,0.0,0.06976744186046512,0.0,0.023255813953488372,0.0,0.2558139534883721,0.0,0.0,0.7906976744186046
Industrial Technology,0.07407407407407407,0.2222222222222222,0.037037037037037035,0.1111111111111111,0.07407407407407407,0.1111111111111111,0.0,0.5185185185185185,0.1111111111111111,0.07407407407407407,0.0,0.0,0.0,0.07407407407407407,0.2962962962962963,0.037037037037037035,0.07407407407407407,0.0,0.0,0.0,0.037037037037037035,0.1111111111111111,0.0,0.0,0.14814814814814814
Information Systems,0.08333333333333333,0.5833333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333
Management and Human Resources,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0,0.0,0.9285714285714286,0.21428571428571427,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
Marketing Management,0.25,0.08333333333333333,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0
