Programs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Environmental Management and Protection,95,38,60,237,55,29,3,52,34,18,386,10,44,6,116,11,38,9,15,13
Food Science,13,8,17,43,16,6,3,41,18,6,27,5,13,1,120,1,4,7,7,1
Forest and Fire Sciences,92,40,52,243,48,29,3,47,41,14,413,11,39,6,128,13,41,9,16,15
General Engineering,0,17,55,29,23,3,2,38,5,14,5,2,27,2,3,0,2,13,0,3
Graphic Communication,9,44,9,49,32,4,2,11,3,8,41,1,22,3,36,0,8,4,7,1
History,93,0,7,6,7,0,0,0,0,0,16,0,8,20,0,6,17,0,9,3
Industrial Engineering,19,82,105,94,72,18,4,19,4,39,71,7,86,3,30,3,25,18,19,10
Industrial Technology and Packaging,1,10,6,11,7,1,1,3,1,5,13,0,4,0,18,2,3,3,3,3
Interdisciplinary Studies,39,4,3,3,4,0,0,2,0,6,4,0,4,1,0,3,6,0,4,0
Journalism,16,12,9,22,12,2,1,0,1,11,8,1,6,14,5,3,12,2,13,0
Kinesiology,43,11,13,15,20,19,4,31,142,4,34,12,29,4,6,12,5,3,17,1
Landscape Architecture,15,9,4,13,5,3,0,5,4,3,26,1,8,1,7,13,1,2,3,1
Liberal Arts and Engineering Studies,22,68,55,46,32,3,8,6,0,16,23,1,36,10,19,5,4,10,6,9
Liberal Studies,177,10,45,45,26,23,5,74,49,6,51,17,51,21,12,100,23,23,54,8
Manufacturing Engineering,17,74,116,95,72,18,4,30,5,28,72,8,84,2,39,1,26,19,19,11
Marine Sciences,23,27,47,55,33,33,2,99,14,23,94,16,49,4,16,39,9,19,27,1
Materials Engineering,1,26,82,43,40,8,4,42,6,15,22,5,39,2,20,20,11,15,7,7
Mathematics,2,32,67,39,35,4,3,14,1,58,10,1,38,10,8,7,7,66,6,6
Mechanical Engineering,2,66,131,67,45,10,7,27,4,22,22,6,67,2,23,4,3,17,18,15
Microbiology,6,27,32,53,26,19,1,90,37,14,33,3,31,2,55,3,4,13,8,1
Music,9,2,4,7,4,9,117,3,0,1,0,0,27,5,1,10,0,0,15,0
Nutrition,27,7,27,33,28,17,6,78,102,6,29,12,27,4,26,10,9,17,9,2
Philosophy,24,2,10,8,9,3,0,9,6,0,9,3,11,1,0,7,2,2,2,6
Physics,11,4,37,13,13,5,0,15,2,11,4,6,20,0,0,0,0,11,4,1
Political Science,139,9,17,20,39,2,0,11,12,7,26,2,14,5,6,2,24,3,16,0
Public Health,109,15,16,27,28,11,2,53,159,18,63,7,21,48,14,15,8,8,11,4
Psychology,98,6,8,9,11,11,0,24,30,2,14,8,20,7,3,13,5,3,9,0
"Recreation, Parks, and Tourism Administration",92,10,26,95,62,12,3,11,20,11,130,13,46,5,67,13,37,6,23,1
Sociology,135,3,29,33,38,0,1,9,16,5,21,6,22,4,8,9,14,1,9,1
Software Engineering,5,215,80,68,48,7,7,50,8,54,46,1,59,28,37,28,8,22,11,17
Spanish,209,2,27,30,31,18,11,8,15,1,62,10,68,79,0,28,44,0,59,67
Statistics,1,33,27,26,23,2,2,2,0,54,3,2,30,7,6,1,0,18,4,3
Theatre Arts,11,4,6,14,7,8,13,5,0,2,3,0,17,3,2,1,1,0,13,1
Wine and Viticulture,24,6,23,102,40,10,1,48,14,8,57,4,25,35,55,3,41,5,8,3
Accounting,0,3,0,1,1,1,0,1,0,0,1,0,0,0,2,0,26,0,1,0
Consumer Packaging,1,3,2,8,6,1,0,1,0,3,7,0,2,0,7,0,2,1,0,3
Entrepreneurship,9,4,3,3,17,2,0,1,0,1,5,0,10,0,6,1,9,0,4,0
"Ethics, Law and Social Justice",62,6,9,7,8,2,0,3,6,1,8,0,7,0,0,0,9,1,4,0
Financial Management,1,15,7,15,15,2,0,7,2,12,15,0,7,1,10,1,69,3,3,1
Global Citizenship and Social Sustainability,129,0,21,21,10,12,0,5,4,2,97,11,20,2,8,1,37,0,28,1
Health and Society,124,9,9,18,4,23,0,21,48,1,83,20,23,2,8,9,11,4,15,1
Industrial Technology,2,6,4,19,19,4,2,0,1,2,13,0,8,0,16,2,10,0,4,0
Information Systems,1,10,3,10,11,0,1,0,0,1,10,0,3,1,7,3,0,0,0,5
Management and Human Resources,5,1,3,9,21,0,7,2,0,0,16,0,8,0,6,5,2,1,0,0
Marketing Management,3,4,3,22,9,2,0,0,0,2,2,0,5,0,6,2,1,0,2,2
Packaging Technology,0,1,1,4,6,3,0,3,0,2,2,0,2,0,14,1,2,0,2,0
Quantitative Analysis,0,16,30,21,22,0,1,0,0,47,5,0,20,2,3,0,8,26,1,5
Real Estate Finance,0,4,5,12,8,2,0,2,1,5,22,0,5,0,7,0,23,0,2,1
"Science, Technology and Society",74,7,14,14,3,16,0,27,11,0,96,21,24,3,7,4,15,1,16,3
Visual Media and Cultural Studies,108,3,18,24,16,7,16,1,0,0,2,0,30,10,0,3,3,0,22,9
"Bioinformatics, Cross Disciplinary Studies",0,19,11,12,11,3,2,31,1,3,3,0,17,2,2,0,0,1,2,0
"Data Science, Cross Disciplinary Studies",0,23,11,14,11,0,2,5,0,23,4,0,15,5,4,4,0,5,0,1
"Heavy Civil, Cross Disciplinary Studies",0,5,12,15,4,0,1,0,0,0,11,0,4,0,7,0,3,0,0,2
