Programs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Environmental Engineering,2,17,18,5,0,0,0,14,3,7,20,0,17,0,3,0,3,6,2,0
Environmental Management and Protection,57,22,13,83,15,13,3,18,16,4,181,0,35,2,23,3,27,3,0,0
Food Science,8,7,2,15,4,0,2,17,12,1,3,0,9,0,87,0,3,2,6,0
Forest and Fire Sciences,55,24,8,85,13,13,3,13,18,4,193,0,30,2,24,2,25,3,1,0
General Engineering,0,14,10,3,0,0,1,20,0,6,1,0,25,2,0,0,1,6,0,0
Graphic Communication,2,11,0,9,20,2,1,2,1,1,12,0,11,2,9,0,5,1,5,0
History,75,0,0,0,1,0,0,0,0,0,2,0,6,12,0,6,13,0,6,3
Industrial Engineering,9,66,7,10,10,15,4,6,0,17,21,0,66,2,8,0,18,7,2,0
Industrial Technology and Packaging,0,6,2,1,6,0,1,1,0,1,4,0,2,0,9,0,2,0,2,0
Interdisciplinary Studies,18,1,0,0,1,0,0,0,0,4,0,0,3,1,0,2,4,0,3,0
Journalism,8,0,0,8,5,2,1,0,0,5,1,0,6,0,0,0,2,0,5,0
Kinesiology,11,7,3,2,11,5,4,16,97,2,5,1,17,2,2,0,2,0,15,1
Landscape Architecture,10,1,0,4,2,1,0,1,2,1,14,0,4,0,2,2,1,1,0,0
Liberal Arts and Engineering Studies,11,43,5,8,6,3,7,1,0,6,2,0,27,9,3,4,3,4,2,3
Liberal Studies,116,9,13,17,8,4,5,25,30,2,13,7,39,9,7,45,16,14,21,5
Manufacturing Engineering,9,63,12,12,12,14,4,10,0,8,21,0,65,2,13,0,19,7,3,0
Marine Sciences,12,19,4,5,5,17,2,43,7,10,40,0,31,3,2,22,9,10,7,0
Materials Engineering,1,20,15,5,8,4,4,15,1,5,12,0,34,1,4,9,6,8,2,0
Mathematics,1,22,20,1,2,0,3,2,0,27,2,1,36,9,3,2,3,50,5,1
Mechanical Engineering,1,53,31,12,0,0,7,4,0,4,3,0,58,1,5,1,2,8,13,0
Microbiology,6,19,5,21,3,1,1,51,25,7,8,0,28,2,40,2,4,3,6,0
Music,8,1,0,1,0,0,88,0,0,0,0,0,20,0,1,9,0,0,12,0
Nutrition,10,5,3,11,9,4,5,37,75,3,2,3,21,1,20,0,7,5,8,0
Philosophy,15,2,0,0,1,2,0,0,2,0,4,0,8,0,0,0,0,0,1,6
Physics,6,2,18,0,0,4,0,3,0,0,4,0,14,0,0,0,0,6,0,0
Political Science,77,7,0,3,19,1,0,0,2,3,6,0,12,4,2,0,10,0,5,0
Public Health,36,9,2,7,15,3,2,21,109,11,24,1,14,27,7,6,5,1,3,4
Psychology,41,4,0,0,4,3,0,7,8,1,2,3,10,3,0,1,1,0,5,0
"Recreation, Parks, and Tourism Administration",45,6,0,10,33,9,2,0,10,5,54,0,26,1,26,3,21,1,11,0
Sociology,46,1,0,6,14,0,1,1,1,1,7,4,20,3,3,3,5,0,3,1
Software Engineering,2,110,6,4,4,2,7,25,1,28,10,0,47,26,5,9,4,9,2,0
Spanish,114,1,0,3,5,9,9,0,8,0,19,2,58,25,0,17,25,0,34,67
Statistics,1,21,0,0,0,0,2,0,0,31,0,0,25,5,3,0,0,11,3,0
Theatre Arts,7,2,0,6,1,4,12,0,0,2,0,0,13,2,0,1,1,0,8,1
Wine and Viticulture,15,5,4,43,22,1,1,25,7,1,10,0,19,17,23,3,24,1,3,3
Accounting,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,15,0,0,0
Consumer Packaging,1,1,0,0,4,1,0,0,0,1,5,0,2,0,3,0,0,0,0,0
Entrepreneurship,1,4,0,0,15,0,0,0,0,1,2,0,4,0,6,0,4,0,4,0
"Ethics, Law and Social Justice",25,4,0,0,1,1,0,0,1,0,2,0,7,0,0,0,3,0,1,0
Financial Management,0,11,1,1,7,2,0,0,0,4,0,0,5,1,1,1,40,3,0,1
Global Citizenship and Social Sustainability,57,0,7,7,2,12,0,0,0,0,44,0,9,2,3,0,25,0,2,1
Health and Society,44,6,0,10,0,14,0,3,30,0,41,2,4,1,4,4,11,1,0,0
Industrial Technology,0,6,1,3,14,2,2,0,0,1,4,0,4,0,7,1,6,0,2,0
Information Systems,1,7,0,0,8,0,1,0,0,1,1,0,3,1,0,0,0,0,0,0
Management and Human Resources,0,1,0,0,13,0,7,0,0,0,4,0,3,0,0,0,1,0,0,0
Marketing Management,1,1,0,0,6,0,0,0,0,1,0,0,5,0,4,0,0,0,2,0
Packaging Technology,0,1,0,1,5,2,0,0,0,1,1,0,2,0,12,1,1,0,1,0
Quantitative Analysis,0,14,2,0,4,0,1,0,0,21,0,0,19,1,2,0,7,19,0,0
Real Estate Finance,0,3,1,1,3,2,0,0,0,3,4,0,4,0,0,0,20,0,0,1
"Science, Technology and Society",38,4,7,6,1,15,0,0,6,0,53,0,2,2,2,2,13,1,1,3
Visual Media and Cultural Studies,74,1,0,8,0,6,14,0,0,0,0,0,27,3,0,2,1,0,15,9
"Bioinformatics, Cross Disciplinary Studies",0,11,0,0,1,0,2,21,0,2,0,0,12,2,0,0,0,0,2,0
"Data Science, Cross Disciplinary Studies",0,13,0,0,1,0,2,0,0,12,0,0,10,4,0,0,0,4,0,0
"Heavy Civil, Cross Disciplinary Studies",0,2,0,1,0,0,1,0,0,0,2,0,4,0,0,0,1,0,0,0
