Programs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Liberal Studies,277,40,57,73,32,50,5,107,91,29,75,27,55,58,50,182,31,43,54,35
Manufacturing Engineering,41,149,173,105,74,27,4,39,19,102,116,14,87,26,61,26,45,37,19,23
Marine Sciences,41,58,64,75,36,64,2,128,21,68,159,24,54,34,30,98,14,33,27,22
Materials Engineering,18,58,112,55,42,21,5,51,23,59,31,10,48,19,39,62,13,36,7,14
Mathematics,6,78,117,43,37,12,4,15,8,118,13,5,41,22,16,41,18,98,6,25
Mechanical Engineering,16,140,210,72,53,26,7,32,30,85,31,10,76,17,47,39,14,38,18,22
Microbiology,15,52,48,92,29,25,1,148,43,49,37,9,37,15,81,13,5,17,8,5
Music,18,6,5,10,13,9,170,3,0,5,0,0,27,8,2,10,0,0,15,2
Nutrition,39,25,35,58,30,26,6,130,133,29,35,19,32,18,64,23,14,27,9,9
Philosophy,42,12,13,12,9,16,0,10,9,8,11,4,13,2,3,16,5,3,2,11
Physics,13,17,59,13,13,14,0,15,6,25,5,6,27,5,4,13,3,21,4,4
Political Science,184,30,25,26,39,11,0,13,16,28,44,3,15,17,10,11,37,4,16,5
Public Health,126,38,27,44,28,18,2,81,214,46,98,13,24,75,112,36,21,8,11,24
Psychology,104,18,14,14,12,18,0,38,66,16,17,15,22,12,12,24,12,4,9,7
"Recreation, Parks, and Tourism Administration",125,37,34,126,68,22,3,11,34,50,184,19,48,22,79,31,53,11,23,25
Sociology,164,31,32,38,38,6,1,10,35,32,42,8,22,17,16,21,20,1,9,9
Software Engineering,23,314,138,84,49,17,7,80,18,164,62,12,62,44,47,46,28,47,11,67
Spanish,327,49,28,34,42,32,12,9,23,28,99,12,70,155,11,45,48,0,59,90
Statistics,2,65,51,27,25,4,2,2,0,104,4,4,32,9,6,3,5,42,4,14
Theatre Arts,20,12,7,14,12,33,16,6,3,9,4,1,18,11,11,5,1,2,13,6
Wine and Viticulture,40,29,29,147,62,15,1,70,17,31,67,10,33,52,79,10,48,7,8,16
Accounting,2,3,4,1,12,8,0,1,0,0,2,0,0,1,2,0,36,0,1,1
Consumer Packaging,1,5,3,8,6,2,0,1,2,8,9,0,3,2,9,2,3,1,0,4
Entrepreneurship,10,7,3,7,20,5,0,1,0,4,5,1,10,1,6,1,14,0,4,3
"Ethics, Law and Social Justice",84,15,14,8,8,3,0,6,9,10,8,1,7,2,1,2,12,1,4,1
Financial Management,12,22,13,15,17,8,0,7,2,18,18,0,7,7,11,2,118,3,3,4
Global Citizenship and Social Sustainability,194,12,21,25,10,17,0,5,6,12,150,12,20,24,12,8,40,0,28,4
Health and Society,146,15,15,24,4,29,0,33,77,8,130,27,23,18,41,24,15,4,15,6
Industrial Technology,4,10,9,23,24,4,2,0,4,4,15,0,8,2,20,4,15,1,4,3
Information Systems,2,15,4,10,12,0,1,0,0,7,10,1,3,2,7,3,2,1,0,14
Management and Human Resources,5,4,4,13,22,1,7,2,2,3,20,0,8,2,6,7,4,1,0,6
Marketing Management,3,7,3,22,11,4,0,0,0,7,2,0,6,0,6,2,5,2,2,8
Packaging Technology,0,2,2,13,7,6,0,3,1,3,2,0,2,0,18,5,3,0,2,3
Quantitative Analysis,4,36,55,22,22,0,1,0,1,74,6,0,23,4,4,2,23,46,1,10
Real Estate Finance,8,8,7,12,8,3,0,2,1,10,26,0,5,2,8,0,40,1,2,3
"Science, Technology and Society",98,10,17,17,3,42,0,27,14,5,150,21,24,20,16,36,19,1,16,9
Visual Media and Cultural Studies,148,24,19,24,17,14,16,1,0,19,5,1,30,22,8,5,3,1,22,16
"Bioinformatics, Cross Disciplinary Studies",0,31,14,15,12,4,2,47,3,24,4,1,17,8,4,3,0,1,2,4
"Data Science, Cross Disciplinary Studies",0,40,26,15,11,5,2,5,0,45,5,0,15,7,4,9,1,11,0,10
"Heavy Civil, Cross Disciplinary Studies",2,11,12,15,4,0,1,0,0,7,13,0,6,0,8,0,4,1,0,5
